Period,Site,Hard Coral Cover,Hard Coral Cover_N,Hard Coral Cover_SD,Hard Coral Cover_SE,Hard Coral Cover_CI_low,Hard Coral Cover_CI_high,Hard Coral Cover_EB_low,Hard Coral Cover_EB_high,Soft Coral Cover,Soft Coral Cover_N,Soft Coral Cover_SD,Soft Coral Cover_SE,Soft Coral Cover_CI_low,Soft Coral Cover_CI_high,Soft Coral Cover_EB_low,Soft Coral Cover_EB_high,Fresh Algae Cover,Fresh Algae Cover_N,Fresh Algae Cover_SD,Fresh Algae Cover_SE,Fresh Algae Cover_CI_low,Fresh Algae Cover_CI_high,Fresh Algae Cover_EB_low,Fresh Algae Cover_EB_high,Rubble Cover,Rubble Cover_N,Rubble Cover_SD,Rubble Cover_SE,Rubble Cover_CI_low,Rubble Cover_CI_high,Rubble Cover_EB_low,Rubble Cover_EB_high,Bleaching,Bleaching_N,Bleaching_SD,Bleaching_SE,Bleaching_CI_low,Bleaching_CI_high,Bleaching_EB_low,Bleaching_EB_high
Autumn/Winter 18/19,Guinsuan MPA,14.07,18,6.7,1.58,10.74,17.4,12.5,15.65,0.23,18,0.56,0.13,0.0,0.51,0.1,0.36,18.43,18,9.14,2.15,13.88,22.97,16.27,20.58,3.33,18,3.35,0.79,1.67,5.0,2.54,4.12,1.06,18,2.34,0.55,0.0,2.23,0.51,1.62
Autumn/Winter 18/19,Basak Can-Unsang MPA,20.32,21,7.11,1.55,17.08,23.56,18.77,21.87,2.7,21,5.1,1.11,0.38,5.02,1.58,3.81,17.1,21,9.95,2.17,12.58,21.63,14.93,19.27,11.47,21,6.17,1.35,8.66,14.28,10.12,12.82,0.83,21,1.09,0.24,0.34,1.33,0.6,1.07
Autumn/Winter 18/19,Antulang,28.49,27,9.7,1.87,24.65,32.32,26.62,30.35,9.6,27,11.33,2.18,5.12,14.08,7.42,11.78,20.74,27,10.2,1.96,16.71,24.78,18.78,22.7,5.31,27,3.14,0.6,4.07,6.55,4.71,5.91,2.16,27,3.15,0.61,0.92,3.4,1.56,2.77
Autumn/Winter 18/19,Andulay MPA,41.72,34,10.01,1.72,38.22,45.21,40.0,43.43,4.39,34,3.68,0.63,3.1,5.67,3.76,5.02,17.35,34,8.05,1.38,14.55,20.16,15.97,18.73,8.55,34,7.18,1.23,6.05,11.06,7.32,9.78,4.73,34,4.98,0.85,2.99,6.47,3.88,5.58
Autumn/Winter 18/19,Lutoban Pier,39.83,34,15.47,2.65,34.43,45.23,37.17,42.48,10.64,34,7.15,1.23,8.14,13.13,9.41,11.86,17.21,34,12.17,2.09,12.96,21.45,15.12,19.29,3.21,34,4.36,0.75,1.69,4.73,2.46,3.96,4.09,34,8.46,1.45,1.14,7.04,2.64,5.54
Spring/Summer 19,Andulay MPA,38.29,39,11.41,1.83,34.59,41.99,36.46,40.12,5.28,39,4.79,0.77,3.72,6.83,4.51,6.05,14.12,39,6.55,1.05,12.0,16.25,13.08,15.17,15.28,39,11.34,1.82,11.6,18.95,13.46,17.09,2.63,39,3.36,0.54,1.54,3.72,2.09,3.17
Spring/Summer 19,Kookoos,42.28,27,12.47,2.4,37.35,47.22,39.88,44.68,20.52,27,12.53,2.41,15.57,25.48,18.11,22.94,15.43,27,8.67,1.67,12.0,18.86,13.76,17.1,2.38,27,2.71,0.52,1.3,3.45,1.85,2.9,2.75,27,3.59,0.69,1.33,4.17,2.06,3.44
Spring/Summer 19,Dalakit MPA,48.23,8,19.59,6.93,31.85,64.61,41.3,55.16,0.31,8,0.43,0.15,0.0,0.67,0.16,0.46,18.33,8,10.91,3.86,9.21,27.46,14.48,22.19,0.94,8,1.86,0.66,0.0,2.49,0.28,1.6,0.94,8,1.13,0.4,0.0,1.88,0.54,1.34
Spring/Summer 19,Guinsuan MPA,12.67,20,5.78,1.29,9.96,15.37,11.37,13.96,0.25,20,0.61,0.14,0.0,0.54,0.11,0.39,12.46,20,9.21,2.06,8.15,16.77,10.4,14.52,5.29,20,6.45,1.44,2.28,8.31,3.85,6.73,0.38,20,0.69,0.15,0.05,0.7,0.22,0.53
Spring/Summer 19,Lutoban North MPA,29.32,38,11.67,1.89,25.48,33.16,27.43,31.21,9.76,38,8.83,1.43,6.86,12.66,8.33,11.19,15.72,38,8.84,1.43,12.82,18.63,14.29,17.16,9.69,38,6.92,1.12,7.42,11.97,8.57,10.82,1.89,38,2.69,0.44,1.0,2.77,1.45,2.32
Spring/Summer 19,Lutoban Pier,44.38,24,18.43,3.76,36.59,52.16,40.61,48.14,11.7,24,9.06,1.85,7.88,15.53,9.85,13.55,12.64,24,10.5,2.14,8.21,17.07,10.5,14.78,5.28,24,6.12,1.25,2.69,7.86,4.03,6.53,4.44,24,8.95,1.83,0.67,8.22,2.62,6.27
Spring/Summer 19,Maluay Malatapay MPA,22.15,33,11.61,2.02,18.03,26.26,20.13,24.17,0.33,33,0.81,0.14,0.04,0.61,0.19,0.47,26.16,33,11.61,2.02,22.05,30.28,24.14,28.18,19.95,33,13.78,2.4,15.06,24.84,17.55,22.35,0.83,33,1.08,0.19,0.45,1.22,0.64,1.02
Spring/Summer 19,Salag MPA,27.6,25,12.63,2.53,22.38,32.82,25.07,30.13,27.1,25,16.37,3.27,20.34,33.86,23.83,30.37,15.77,25,11.68,2.34,10.95,20.59,13.43,18.1,2.47,25,2.82,0.56,1.3,3.63,1.9,3.03,2.77,25,4.29,0.86,0.99,4.54,1.91,3.63
Spring/Summer 19,Basak Can-Unsang MPA,20.58,20,7.97,1.78,16.85,24.31,18.8,22.37,4.96,20,9.64,2.16,0.45,9.47,2.8,7.11,12.58,20,5.39,1.21,10.06,15.11,11.38,13.79,13.71,20,9.73,2.18,9.16,18.26,11.53,15.88,0.83,20,1.4,0.31,0.18,1.49,0.52,1.15
Spring/Summer 19,Antulang,22.41,27,12.44,2.39,17.49,27.33,20.01,24.8,7.96,27,6.09,1.17,5.55,10.37,6.79,9.14,19.17,27,10.94,2.11,14.84,23.5,17.06,21.27,10.62,27,8.85,1.7,7.12,14.12,8.91,12.32,1.23,27,1.69,0.32,0.57,1.9,0.91,1.56
Autumn/Winter 19/20,Andulay MPA,33.47,24,10.08,2.06,29.22,37.73,31.42,35.53,9.03,24,4.63,0.95,7.07,10.98,8.08,9.97,17.05,24,7.69,1.57,13.8,20.3,15.48,18.62,8.82,24,7.62,1.55,5.6,12.04,7.26,10.37,3.3,24,3.92,0.8,1.64,4.95,2.5,4.1
Autumn/Winter 19/20,Antulang,24.25,31,12.09,2.17,19.81,28.68,22.08,26.42,6.48,31,5.96,1.07,4.29,8.67,5.41,7.55,21.64,31,7.37,1.32,18.94,24.34,20.32,22.96,7.47,31,5.8,1.04,5.34,9.6,6.43,8.52,3.15,31,3.49,0.63,1.86,4.43,2.52,3.77
Autumn/Winter 19/20,Salag MPA,32.3,25,14.62,2.92,26.27,38.33,29.38,35.22,26.43,25,10.96,2.19,21.91,30.96,24.24,28.63,12.2,25,9.55,1.91,8.26,16.14,10.29,14.11,4.1,25,4.26,0.85,2.34,5.86,3.25,4.95,7.67,25,7.39,1.48,4.62,10.72,6.19,9.14
Autumn/Winter 19/20,Maluay Malatapay MPA,21.59,31,12.57,2.26,16.98,26.2,19.33,23.84,0.19,31,0.51,0.09,0.0,0.38,0.1,0.28,33.12,31,12.66,2.27,28.48,37.76,30.85,35.39,11.37,31,8.42,1.51,8.28,14.46,9.86,12.88,2.72,31,3.42,0.61,1.46,3.97,2.1,3.33
Autumn/Winter 19/20,Lutoban South MPA,28.12,24,11.86,2.42,23.12,33.13,25.7,30.55,15.24,24,11.46,2.34,10.4,20.08,12.9,17.58,12.22,24,6.67,1.36,9.41,15.04,10.86,13.58,9.44,24,6.71,1.37,6.61,12.28,8.08,10.81,6.39,24,8.85,1.81,2.65,10.12,4.58,8.19
Autumn/Winter 19/20,Lutoban Pier,46.32,38,16.3,2.64,40.96,51.67,43.67,48.96,9.87,38,9.74,1.58,6.67,13.07,8.29,11.45,11.05,38,6.18,1.0,9.02,13.08,10.05,12.06,4.69,38,4.88,0.79,3.09,6.3,3.9,5.49,11.1,38,10.44,1.69,7.67,14.53,9.4,12.79
Autumn/Winter 19/20,Lutoban North MPA,28.71,40,11.73,1.85,24.96,32.46,26.85,30.56,6.08,40,3.57,0.56,4.94,7.22,5.52,6.65,18.0,40,7.21,1.14,15.7,20.3,16.86,19.14,9.31,40,6.29,0.99,7.3,11.32,8.32,10.31,5.25,40,5.26,0.83,3.57,6.93,4.42,6.08
Autumn/Winter 19/20,Kookoos,38.19,30,12.28,2.24,33.61,42.78,35.95,40.44,20.78,30,11.82,2.16,16.36,25.19,18.62,22.94,12.08,30,5.17,0.94,10.15,14.01,11.14,13.03,4.36,30,5.26,0.96,2.4,6.33,3.4,5.32,4.19,30,4.18,0.76,2.63,5.75,3.43,4.96
Autumn/Winter 19/20,Guinsuan MPA,13.09,24,8.2,1.67,9.63,16.55,11.42,14.76,0.45,24,0.92,0.19,0.06,0.84,0.26,0.64,18.85,24,5.6,1.14,16.49,21.22,17.71,20.0,7.47,24,6.55,1.34,4.7,10.23,6.13,8.8,0.8,24,1.58,0.32,0.13,1.47,0.48,1.12
Autumn/Winter 19/20,Dalakit MPA,35.91,11,21.96,6.62,21.15,50.66,29.29,42.53,0.98,11,1.43,0.43,0.02,1.95,0.55,1.42,28.86,11,22.78,6.87,13.56,44.17,22.0,35.73,1.59,11,2.43,0.73,0.0,3.22,0.86,2.32,4.92,11,7.25,2.19,0.05,9.79,2.74,7.11
Autumn/Winter 19/20,Basak Can-Unsang MPA,24.84,26,13.68,2.68,19.31,30.37,22.16,27.52,2.72,26,4.21,0.83,1.03,4.42,1.9,3.55,12.12,26,6.63,1.3,9.44,14.79,10.82,13.42,9.13,26,8.05,1.58,5.88,12.39,7.56,10.71,1.76,26,1.77,0.35,1.05,2.48,1.42,2.11
Spring/Summer 21,Maluay Malatapay MPA,33.03,11,13.83,4.17,23.74,42.32,28.86,37.2,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,24.09,11,4.24,1.28,21.24,26.94,22.81,25.37,7.12,11,6.89,2.08,2.5,11.75,5.05,9.2,8.56,11,3.5,1.05,6.21,10.91,7.51,9.62
Spring/Summer 21,Andulay MPA,42.5,9,9.37,3.12,35.3,49.7,39.38,45.62,8.33,9,5.42,1.81,4.17,12.5,6.53,10.14,19.54,9,8.29,2.76,13.16,25.91,16.77,22.3,6.48,9,7.29,2.43,0.88,12.08,4.05,8.91,13.61,9,8.54,2.85,7.05,20.17,10.76,16.46
Spring/Summer 21,Guinsuan MPA,15.28,6,5.52,2.25,9.49,21.07,13.02,17.53,0.56,6,0.68,0.28,0.0,1.27,0.28,0.83,12.36,6,4.93,2.01,7.19,17.53,10.35,14.37,8.33,6,2.53,1.03,5.68,10.99,7.3,9.37,2.22,6,2.22,0.9,0.0,4.55,1.32,3.13
Spring/Summer 21,Lutoban North MPA,32.12,13,13.84,3.84,23.75,40.48,28.28,35.95,9.17,13,10.97,3.04,2.54,15.79,6.13,12.21,11.67,13,6.36,1.77,7.82,15.51,9.9,13.43,8.14,13,4.87,1.35,5.2,11.09,6.79,9.49,9.36,13,7.77,2.16,4.66,14.06,7.2,11.52
Spring/Summer 21,Lutoban South MPA,43.33,1,,,,,,,12.5,1,,,,,,,11.67,1,,,,,,,4.17,1,,,,,,,19.17,1,,,,,,
Spring/Summer 21,Lutoban Pier,48.83,5,26.35,11.78,16.12,81.55,37.05,60.62,9.17,5,4.56,2.04,3.5,14.83,7.13,11.21,9.17,5,12.02,5.37,0.0,24.09,3.79,14.54,5.67,5,5.05,2.26,0.0,11.94,3.41,7.92,17.0,5,19.73,8.83,0.0,41.5,8.17,25.83
Spring/Summer 22,Andulay MPA,27.0,35,10.66,1.8,23.34,30.66,25.2,28.8,12.5,35,9.02,1.52,9.4,15.6,10.98,14.02,16.38,35,8.01,1.35,13.63,19.13,15.03,17.73,13.14,35,8.29,1.4,10.3,15.99,11.74,14.54,7.64,35,4.74,0.8,6.02,9.27,6.84,8.44
Spring/Summer 22,Salag MPA,31.94,12,15.33,4.43,22.2,41.68,27.52,36.37,27.36,12,17.2,4.96,16.44,38.29,22.4,32.33,13.4,12,9.45,2.73,7.4,19.41,10.67,16.13,2.99,12,3.0,0.87,1.08,4.89,2.12,3.85,8.19,12,7.27,2.1,3.57,12.81,6.1,10.29
Spring/Summer 22,Maluay Malatapay MPA,27.02,47,12.39,1.81,23.38,30.66,25.21,28.83,0.83,47,2.85,0.42,0.0,1.67,0.42,1.25,29.63,47,11.11,1.62,26.37,32.89,28.01,31.25,12.94,47,7.95,1.16,10.61,15.28,11.78,14.1,7.52,47,7.05,1.03,5.45,9.59,6.49,8.55
Spring/Summer 22,Lutoban South MPA,18.38,33,9.49,1.65,15.02,21.75,16.73,20.04,16.69,33,12.42,2.16,12.29,21.09,14.53,18.85,23.84,33,11.53,2.01,19.75,27.93,21.83,25.85,7.98,33,8.0,1.39,5.14,10.82,6.59,9.37,8.76,33,8.7,1.52,5.68,11.85,7.25,10.28
Spring/Summer 22,Lutoban Pier,46.42,40,18.27,2.89,40.58,52.26,43.53,49.3,7.58,40,8.42,1.33,4.89,10.28,6.25,8.91,12.65,40,9.57,1.51,9.58,15.71,11.13,14.16,6.69,40,6.71,1.06,4.54,8.83,5.63,7.75,6.29,40,6.09,0.96,4.34,8.24,5.33,7.25
Spring/Summer 22,Lutoban North MPA,26.18,46,11.61,1.71,22.73,29.63,24.47,27.89,13.01,46,14.44,2.13,8.72,17.3,10.88,15.14,20.24,46,9.7,1.43,17.35,23.12,18.81,21.67,9.42,46,6.39,0.94,7.52,11.32,8.48,10.36,7.48,46,5.85,0.86,5.74,9.22,6.62,8.34
Spring/Summer 22,Kookoos,44.93,35,9.13,1.54,41.79,48.06,43.39,46.47,16.14,35,8.83,1.49,13.11,19.18,14.65,17.64,12.05,35,6.57,1.11,9.79,14.31,10.94,13.16,4.55,35,5.29,0.89,2.73,6.37,3.65,5.44,13.1,35,9.76,1.65,9.74,16.45,11.45,14.75
Spring/Summer 22,Latason MPA,22.42,10,9.11,2.88,15.9,28.93,19.54,25.3,14.5,10,15.38,4.86,3.5,25.5,9.64,19.36,18.17,10,9.82,3.11,11.14,25.19,15.06,21.27,7.5,10,7.15,2.26,2.39,12.61,5.24,9.76,2.33,10,2.42,0.76,0.61,4.06,1.57,3.1
Spring/Summer 22,Dalakit MPA,28.33,8,7.39,2.61,22.16,34.51,25.72,30.94,0.21,8,0.59,0.21,0.0,0.7,0.0,0.42,35.42,8,17.33,6.13,20.93,49.91,29.29,41.54,3.65,8,3.18,1.12,0.99,6.3,2.52,4.77,7.5,8,8.86,3.13,0.09,14.91,4.37,10.63
Spring/Summer 22,Basak Can-Unsang MPA,20.79,36,9.69,1.62,17.51,24.07,19.17,22.4,3.54,36,5.26,0.88,1.76,5.32,2.66,4.42,12.69,36,10.17,1.69,9.25,16.13,10.99,14.38,11.46,36,8.73,1.46,8.5,14.41,10.0,12.91,5.58,36,6.15,1.02,3.5,7.66,4.55,6.6
Spring/Summer 22,BANGCOLUTAN,29.58,4,12.5,6.25,9.69,49.47,23.33,35.83,13.33,4,13.26,6.63,0.0,34.44,6.7,19.97,33.12,4,18.54,9.27,3.63,62.62,23.86,42.39,8.96,4,8.18,4.09,0.0,21.97,4.87,13.05,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0
Spring/Summer 22,Antulang,22.86,16,13.71,3.43,15.56,30.17,19.44,26.29,6.2,16,4.76,1.19,3.66,8.74,5.01,7.39,26.3,16,10.92,2.73,20.48,32.12,23.57,29.03,5.36,16,5.14,1.28,2.63,8.1,4.08,6.65,6.77,16,4.82,1.2,4.2,9.34,5.57,7.98
Spring/Summer 22,Guinsuan MPA,19.12,33,8.23,1.43,16.2,22.03,17.68,20.55,0.35,33,0.81,0.14,0.07,0.64,0.21,0.49,16.26,33,6.68,1.16,13.9,18.63,15.1,17.42,4.65,33,3.66,0.64,3.35,5.94,4.01,5.28,5.66,33,5.17,0.9,3.82,7.49,4.76,6.56
Autumn/Winter 22/23,Lutoban South MPA,22.36,29,8.48,1.58,19.13,25.58,20.78,23.93,15.55,29,9.95,1.85,11.76,19.33,13.7,17.39,17.67,29,10.03,1.86,13.86,21.49,15.81,19.53,7.82,29,7.78,1.45,4.86,10.78,6.37,9.26,9.57,29,8.74,1.62,6.25,12.89,7.95,11.19
Autumn/Winter 22/23,Basak Can-Unsang MPA,18.85,26,8.8,1.73,15.29,22.4,17.12,20.57,2.31,26,3.43,0.67,0.92,3.69,1.64,2.98,14.33,26,8.86,1.74,10.75,17.91,12.59,16.07,12.69,26,7.59,1.49,9.63,15.76,11.2,14.18,6.03,26,5.08,1.0,3.97,8.08,5.03,7.02
Autumn/Winter 22/23,Andulay MPA,29.55,35,9.97,1.68,26.12,32.97,27.86,31.23,11.4,35,7.52,1.27,8.82,13.99,10.13,12.68,17.36,35,8.53,1.44,14.43,20.29,15.91,18.8,11.14,35,11.25,1.9,7.28,15.01,9.24,13.04,10.26,35,8.47,1.43,7.35,13.17,8.83,11.69
Autumn/Winter 22/23,Antulang,17.74,24,8.34,1.7,14.22,21.27,16.04,19.45,6.53,24,4.25,0.87,4.73,8.32,5.66,7.39,24.51,24,10.43,2.13,20.11,28.92,22.39,26.64,7.53,24,4.76,0.97,5.53,9.54,6.56,8.51,8.89,24,8.82,1.8,5.16,12.61,7.09,10.69
Autumn/Winter 22/23,Dalakit MPA,32.5,8,14.23,5.03,20.6,44.4,27.47,37.53,1.15,8,1.25,0.44,0.1,2.19,0.7,1.59,20.21,8,16.07,5.68,6.78,33.64,14.53,25.89,7.08,8,3.88,1.37,3.84,10.33,5.71,8.46,9.48,8,10.76,3.81,0.48,18.48,5.67,13.28
Autumn/Winter 22/23,Maluay Malatapay MPA,26.16,36,15.5,2.58,20.91,31.4,23.57,28.74,0.56,36,2.12,0.35,0.0,1.27,0.2,0.91,30.93,36,9.84,1.64,27.6,34.26,29.29,32.57,12.18,36,10.71,1.79,8.55,15.8,10.39,13.96,11.5,36,9.73,1.62,8.21,14.8,9.88,13.13
Autumn/Winter 22/23,Kookoos,39.13,26,8.82,1.73,35.57,42.7,37.41,40.86,18.21,26,12.02,2.36,13.35,23.06,15.85,20.56,11.51,26,8.7,1.71,7.99,15.02,9.8,13.21,6.28,26,5.44,1.07,4.08,8.48,5.21,7.35,20.87,26,12.01,2.36,16.01,25.72,18.51,23.22
Autumn/Winter 22/23,Guinsuan MPA,15.94,24,9.26,1.89,12.03,19.85,14.05,17.83,0.31,24,0.64,0.13,0.04,0.58,0.18,0.44,13.78,24,9.52,1.94,9.76,17.8,11.84,15.73,6.67,24,6.69,1.37,3.84,9.49,5.3,8.03,5.52,24,6.65,1.36,2.71,8.33,4.16,6.88
Autumn/Winter 22/23,Lutoban Pier,45.45,24,15.61,3.19,38.86,52.04,42.26,48.64,7.12,24,8.45,1.73,3.55,10.69,5.39,8.84,15.35,24,10.51,2.15,10.91,19.79,13.2,17.49,6.6,24,5.6,1.14,4.23,8.96,5.45,7.74,10.94,24,11.59,2.37,6.04,15.83,8.57,13.3
Autumn/Winter 22/23,Salag MPA,30.42,26,11.69,2.29,25.69,35.14,28.12,32.71,22.72,26,14.53,2.85,16.85,28.59,19.87,25.57,8.11,26,7.06,1.38,5.26,10.96,6.72,9.49,6.15,26,5.76,1.13,3.83,8.48,5.02,7.28,14.36,26,10.71,2.1,10.03,18.68,12.26,16.46
Autumn/Winter 22/23,Latason MPA,25.83,17,8.37,2.03,21.53,30.14,23.8,27.86,9.85,17,6.61,1.6,6.45,13.25,8.25,11.46,14.46,17,6.65,1.61,11.04,17.88,12.85,16.07,10.2,17,7.41,1.8,6.39,14.01,8.4,11.99,5.54,17,4.32,1.05,3.32,7.76,4.49,6.59
