Observer_name_1,Observer_name_2,Date,Site,Zone,Depth,Water_Temp,Visibility,Current,Group,Status,Diver_1_count,Diver_2_count,Total,Survey_Status,Survey_ID
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Substrate Rubble,Healthy,13,0,13,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Hard Coral Solitary,Healthy,5,0,5,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Sessile invertebrates Sponge - Encrusting,Healthy,1,0,1,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Hard Coral Laminar,Healthy,10,0,10,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Algae Macro,Healthy,1,0,1,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Algae Halimeda,Healthy,1,0,1,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Substrate Giant Clam,Healthy,1,0,1,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Other Cnidarian Corallimorph,Healthy,1,0,1,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Hard Coral Branching,Healthy,10,0,10,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Hard Coral Tabulate,Healthy,2,0,2,1,68749cfa147af37d41c778d1
Katrine Noehr,Jack Hasting,2017-09-01 00:00:00,Guinsuan MPA,1,Shallow,28,12,1,Other Cnidarian Anemone,Healthy,1,0,1,1,68749cfa147af37d41c778d1
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Turf,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Rubble,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Sand,Silt,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Irregular,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Massive,Healthy,6,0,6,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Seagrass,Healthy,2,0,2,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Hydroid,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Macro,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Columnar,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Encrusting,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Macro,Healthy,4,0,4,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Rock,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Irregular,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Turf,Healthy,12,0,12,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Encrusting,Healthy,19,0,19,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Seagrass,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Ascidian,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Encrusting,Healthy,15,0,3,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Barrel,Healthy,10,0,10,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Zoanthid,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Encrusting,Healthy,31,0,31,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Encrusting,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Columnar,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral,Healthy,8,0,8,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Sand,Healthy,7,0,7,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Macro,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Corymbose,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Organ Pipe,Healthy,1,0,1,1,68749cfa147af37d41c778ed
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Hydroid,Healthy,5,0,5,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Barrel,Healthy,4,0,4,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Irregular,Healthy,5,0,5,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Ascidian - Encrusting,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Halimeda,Healthy,6,0,6,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Turf,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Solitary,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Massive,Healthy,3,0,3,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Ascidian - Encrusting,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Gorgonian,Healthy,14,0,14,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Massive,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Macro,Healthy,10,0,10,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Seagrass,Healthy,22,0,22,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Rock,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Corallimorph,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Solitary,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Halimeda,Healthy,7,0,7,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Gorgonian,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Solitary,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Coralline,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Encrusting,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Halimeda,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Columnar,Healthy,9,0,9,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Giant Clam,Healthy,5,0,5,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Laminar,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Laminar,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Laminar,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Anemone,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Sand,Silt,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Submassive,Healthy,2,0,2,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Rubble,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Sand,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Ascidian,Healthy,1,0,1,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Organ Pipe,Healthy,6,0,6,1,68749cfa147af37d41c7790a
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Foliose,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Tabulate,Healthy,2,0,2,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Encrusting,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Branching,Fully Bleaching,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Sponge - Barrel,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Giant Clam,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Branching,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Sand,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Submassive,Healthy,34,0,34,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Branching,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Sand,Silt,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral,Healthy,4,0,4,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Hydroid,Healthy,2,0,2,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Gorgonian,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Branching,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Substrate Giant Clam,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Zoanthid,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Macro,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Ascidian - Encrusting,Healthy,5,0,5,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Anemone,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Sessile invertebrates Ascidian,Healthy,24,0,24,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Coralline,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Corymbose,Healthy,23,0,23,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Soft Coral Organ Pipe,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Foliose,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Corallimorph,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Algae Coralline,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Zoanthid,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Tabulate,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Other Cnidarian Anemone,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Tabulate,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Corymbose,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Jack Hasting,Katrine Noehr,2017-09-04 00:00:00,Andulay MPA,1,Medium,28,12,1,Hard Coral Foliose,Healthy,1,0,1,1,68749cfb147af37d41c7792e
Emma Cottone,Emma Cottone,2017-09-05 00:00:00,MASAPLOD NORTE MPA,1,Shallow,29,12,1,Hard Coral Corymbose,Partially Bleaching,2,0,2,1,68749cfb147af37d41c77950
Emma Cottone,Emma Cottone,2017-09-05 00:00:00,MASAPLOD NORTE MPA,1,Shallow,29,12,1,Hard Coral Massive,Healthy,7,0,7,1,68749cfb147af37d41c77950
Emma Cottone,Emma Cottone,2017-09-05 00:00:00,MASAPLOD NORTE MPA,1,Shallow,29,12,1,Hard Coral Branching,Healthy,24,0,24,1,68749cfb147af37d41c77950
Emma Cottone,Emma Cottone,2017-09-05 00:00:00,MASAPLOD NORTE MPA,1,Shallow,29,12,1,Soft Coral Organ Pipe,Healthy,22,0,22,1,68749cfb147af37d41c77950
