Date,Site,Corallivore Density,Detritivore Density,Omnivore Density,Carnivore Density,Herbivore Density,Commercial Biomass,Total Biomass
2020-01-09,Guinsuan MPA,24.0,22.0,8.0,13.0,190.0,10212.842750381107,11159.706026186037
2020-01-21,Guinsuan MPA,19.0,23.0,9.0,5.0,72.0,2384.43070380906,4164.800861693502
2022-06-28,Guinsuan MPA,24.0,49.0,15.0,63.0,1301.0,24228.908691133976,31269.07948318207
2022-07-01,Guinsuan MPA,7.0,7.333333333333333,3.0,21.333333333333332,415.6666666666667,6972.2063122292475,20396.299563866527
2022-07-20,Guinsuan MPA,30.0,25.5,16.5,159.5,1171.5,21903.523213083492,63305.65436043293
2022-08-20,Guinsuan MPA,12.0,12.5,15.0,76.0,891.0,86567.12408239684,114539.931944358
2022-08-22,Guinsuan MPA,14.666666666666666,16.666666666666668,27.333333333333332,72.0,682.0,7715.6537890689815,43170.121488929304
2022-11-10,Guinsuan MPA,31.0,19.0,22.0,93.0,1032.5,2144.151201179038,24763.20331862171
2022-11-14,Guinsuan MPA,33.0,23.5,26.5,83.0,724.5,5554.655478557544,45973.27067665828
2022-11-17,Guinsuan MPA,24.666666666666668,28.0,18.0,70.33333333333333,851.3333333333334,27868.731139745127,76739.67167417877
2022-12-28,Guinsuan MPA,8.0,9.5,6.5,65.5,383.0,2306.2606036264283,16058.780315680575
2023-01-24,Guinsuan MPA,11.0,7.0,6.0,57.0,432.0,1007.1714174931185,8493.811805009895
2023-01-31,Guinsuan MPA,4.0,14.0,3.0,2.0,70.0,1841.2804896243765,2562.4741254046403
2023-02-21,Guinsuan MPA,18.666666666666668,9.0,13.666666666666666,29.333333333333332,626.0,9800.535304719859,71856.06672890495
2023-02-28,Guinsuan MPA,11.5,7.75,6.5,18.0,358.25,11819.758423501393,84985.79791305702
2023-03-17,Guinsuan MPA,12.5,9.5,7.5,31.0,382.5,2299.4421250474716,24108.631251963867
2023-03-21,Guinsuan MPA,8.0,22.0,6.0,15.0,634.0,6216.541169251613,18751.574847907938
2023-04-14,Guinsuan MPA,24.0,35.0,14.5,63.5,705.5,23260.95453308479,39316.85720154359
2023-04-18,Guinsuan MPA,32.333333333333336,17.0,5.0,16.666666666666668,402.0,31311.6662043635,60375.973283645806
2023-04-24,Guinsuan MPA,10.5,16.0,10.5,30.0,578.0,6656.293494939434,20977.582517390147
2023-05-12,Guinsuan MPA,27.0,42.666666666666664,14.333333333333334,61.666666666666664,753.6666666666666,7674.610579655058,40800.19144011727
2023-05-18,Guinsuan MPA,13.5,20.0,14.0,32.0,718.5,6868.625799270318,29942.48697234713
2023-06-12,Guinsuan MPA,31.0,22.666666666666668,23.666666666666668,41.333333333333336,1006.6666666666666,4976.354335436618,32542.151287348257
2023-08-01,Guinsuan MPA,8.0,7.5,8.75,26.25,466.0,34217.71567306758,56885.60341280143
2023-08-03,Guinsuan MPA,4.666666666666667,12.333333333333334,6.0,50.666666666666664,519.6666666666666,29939.978536589057,36971.56918679813
2023-08-10,Guinsuan MPA,8.5,6.5,10.0,41.25,599.5,31392.479821164736,51395.74662486462
2023-08-24,Guinsuan MPA,32.0,115.0,34.0,249.0,1885.0,3458.540086753966,27173.087238449792
2023-10-20,Guinsuan MPA,12.0,15.25,4.75,80.5,314.5,79832.38670270165,88820.13705001266
2023-11-08,Guinsuan MPA,1.0,5.0,10.0,31.0,240.0,1344.9475127804774,4038.8061231353536
2023-12-07,Guinsuan MPA,14.5,27.75,12.0,83.5,663.25,79309.19898360306,98006.41662382011
2023-12-12,Guinsuan MPA,23.0,65.0,23.0,131.0,1523.0,6119.266638030098,15085.69467539652
2024-02-03,Guinsuan MPA,11.833333333333334,19.5,7.333333333333333,70.5,527.8333333333334,41236.89203167111,98384.66520536396
2024-03-01,Guinsuan MPA,10.5,29.5,17.5,122.5,437.0,13962.258028934846,29424.652174484527
2024-04-05,Guinsuan MPA,19.0,22.0,6.0,34.0,315.0,4606.153395901809,9915.267085583113
2024-04-26,Guinsuan MPA,11.333333333333334,44.333333333333336,6.333333333333333,65.33333333333333,741.3333333333334,9542.473760841518,24861.460476068874
2024-05-30,Guinsuan MPA,7.0,17.0,7.5,102.5,646.5,3145.6332986773673,14567.393402788246
2024-06-20,Guinsuan MPA,21.0,44.0,8.0,171.0,467.0,2547.332298893678,5381.202407059527
2024-07-13,Guinsuan MPA,9.5,21.5,4.5,142.5,450.5,10009.15846934184,24274.338935506283
2024-07-18,Guinsuan MPA,9.0,49.0,9.0,125.0,808.0,8109.66778802318,12377.380017774156
2024-08-28,Guinsuan MPA,10.5,15.0,6.0,87.5,549.5,2865.0668613289954,11185.967772744061
2024-09-21,Guinsuan MPA,3.0,7.0,1.0,23.0,109.0,401.95393998509456,1072.507664657164
2024-09-23,Guinsuan MPA,4.0,11.0,3.0,34.0,135.0,905.698193243982,2625.5987856584684
2024-09-24,Guinsuan MPA,10.0,10.75,6.5,39.25,279.0,3573.797178496357,23140.534500330246
2024-11-08,Guinsuan MPA,8.0,11.666666666666666,9.333333333333334,76.0,672.3333333333334,27797.213391989488,72021.35411159322
2024-11-13,Guinsuan MPA,7.666666666666667,23.666666666666668,10.333333333333334,59.0,361.3333333333333,6804.0651947508295,29236.04563857326
2024-12-11,Guinsuan MPA,12.0,11.0,11.0,117.0,412.0,83996.78802808453,96884.14977065404
2024-12-14,Guinsuan MPA,20.0,29.0,20.0,101.0,720.0,10646.715294233933,21329.15109914872
2024-12-21,Guinsuan MPA,11.0,13.5,13.0,137.0,364.0,17556.050069094472,34224.53222702775
2024-12-30,Guinsuan MPA,9.5,12.5,6.5,33.0,246.5,10911.827865150379,16570.46812326337
2025-02-13,Guinsuan MPA,6.5,16.5,16.0,60.0,554.5,11463.14160886843,28438.659914314525
2025-02-21,Guinsuan MPA,8.5,8.0,5.5,42.0,313.5,7185.804741047341,12461.77546316812
2025-02-24,Guinsuan MPA,10.5,13.5,9.5,37.0,510.5,4656.846040916812,19386.390465136017
2025-03-13,Guinsuan MPA,10.0,21.0,5.0,35.0,603.0,9121.494524614945,11138.37597643179
2025-05-06,Guinsuan MPA,8.5,27.5,8.5,109.0,756.5,6064.037354416349,30133.757121246585
