Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Winter 19/20,Salag MPA,22.33,6,9.81,4.01,12.04,32.63,18.33,26.34,31.17,6,7.08,2.89,23.73,38.6,28.28,34.06,14.83,6,9.04,3.69,5.34,24.32,11.14,18.52,25.83,6,13.27,5.42,11.9,39.76,20.41,31.25,97.67,6,53.47,21.83,41.56,153.78,75.84,119.49,191.83,6,62.35,25.45,126.4,257.26,166.38,217.29,12.73,6,6.63,2.71,5.78,19.69,10.03,15.44,97.17,6,66.72,27.24,27.15,167.19,69.93,124.41,7.71,6,6.76,2.76,0.61,14.81,4.95,10.47,32,6,5.33,24.0,2.0,12.0,27.0,2.0,13.5,23.0,2.0,11.5
Winter 19/20,Maluay Malatapay MPA,19.58,12,16.0,4.62,9.42,29.75,14.97,24.2,45.33,12,28.4,8.2,27.29,63.38,37.13,53.53,22.83,12,13.86,4.0,14.03,31.64,18.83,26.83,90.58,12,165.22,47.69,0.0,195.56,42.89,138.28,199.75,12,183.34,52.93,83.26,316.24,146.82,252.68,378.08,12,243.06,70.17,223.65,532.52,307.92,448.25,14.06,12,15.5,4.48,4.21,23.91,9.58,18.53,264.83,12,244.96,70.72,109.19,420.48,194.12,335.55,11.82,12,15.54,4.49,1.95,21.69,7.33,16.3,44,12,3.67,39.0,5.0,7.8,32.0,4.0,8.0,24.0,3.0,8.0
Winter 19/20,Lutoban South MPA,42.33,3,8.96,5.17,20.07,64.6,37.16,47.51,38.33,3,4.04,2.33,28.29,48.37,36.0,40.67,31.67,3,11.55,6.67,2.98,60.35,25.0,38.33,20.67,3,4.51,2.6,9.47,31.87,18.06,23.27,114.67,3,65.07,37.57,0.0,276.31,77.1,152.24,247.67,3,57.52,33.21,104.78,390.55,214.46,280.87,11.13,3,6.01,3.47,0.0,26.05,7.66,14.6,111.67,3,78.95,45.58,0.0,307.78,66.09,157.25,6.87,3,6.24,3.6,0.0,22.37,3.26,10.47,27,3,9.0,19.0,1.0,19.0,23.0,1.0,23.0,21.0,1.0,21.0
Winter 19/20,Lutoban Pier,24.7,10,13.0,4.11,15.4,34.0,20.59,28.81,24.3,10,11.77,3.72,15.88,32.72,20.58,28.02,17.7,10,11.6,3.67,9.41,25.99,14.03,21.37,53.2,10,37.06,11.72,26.69,79.71,41.48,64.92,110.1,10,121.51,38.42,23.18,197.02,71.68,148.52,230.0,10,137.14,43.37,131.89,328.11,186.63,273.37,6.0,10,4.41,1.39,2.85,9.16,4.61,7.4,106.0,10,127.68,40.38,14.66,197.34,65.62,146.38,3.12,10,3.54,1.12,0.59,5.65,2.0,4.24,39,10,3.9,28.0,3.0,9.33,31.0,4.0,7.75,23.0,3.0,7.67
Winter 19/20,Lutoban North MPA,29.71,7,12.67,4.79,17.99,41.43,24.92,34.5,28.71,7,10.8,4.08,18.73,38.7,24.63,32.8,19.71,7,10.11,3.82,10.36,29.07,15.89,23.54,31.86,7,22.47,8.49,11.08,52.64,23.37,40.35,417.86,7,473.57,178.99,0.0,855.84,238.86,596.85,527.86,7,488.38,184.59,76.18,979.53,343.27,712.45,22.13,7,30.82,11.65,0.0,50.63,10.48,33.78,349.57,7,508.99,192.38,0.0,820.31,157.19,541.95,18.83,7,31.11,11.76,0.0,47.61,7.07,30.59,34,7,4.86,27.0,3.0,9.0,26.0,2.0,13.0,25.0,2.0,12.5
Winter 19/20,Basak Can-Unsang MPA,29.88,8,15.02,5.31,17.32,42.43,24.57,35.18,42.12,8,19.35,6.84,25.95,58.3,35.28,48.97,6.25,8,4.23,1.5,2.71,9.79,4.75,7.75,70.0,8,34.71,12.27,40.98,99.02,57.73,82.27,231.88,8,173.44,61.32,86.87,376.88,170.55,293.2,380.12,8,160.83,56.86,245.67,514.58,323.26,436.99,32.21,8,24.16,8.54,12.01,52.41,23.67,40.75,285.25,8,171.04,60.47,142.26,428.24,224.78,345.72,18.57,8,13.56,4.79,7.23,29.91,13.77,23.36,46,8,5.75,36.0,2.0,18.0,35.0,3.0,11.67,22.0,3.0,7.33
Winter 19/20,Dalakit MPA,33.0,2,4.24,3.0,0.0,71.12,30.0,36.0,79.0,2,18.38,13.0,0.0,244.18,66.0,92.0,23.0,2,7.07,5.0,0.0,86.53,18.0,28.0,45.5,2,2.12,1.5,26.44,64.56,44.0,47.0,118.5,2,40.31,28.5,0.0,480.63,90.0,147.0,299.0,2,35.36,25.0,0.0,616.66,274.0,324.0,13.25,2,6.79,4.8,0.0,74.23,8.45,18.05,103.5,2,58.69,41.5,0.0,630.81,62.0,145.0,6.52,2,2.56,1.81,0.0,29.56,4.7,8.33,34,2,17.0,34.0,2.0,17.0,,,,,,
Winter 19/20,Guinsuan MPA,23.29,7,7.59,2.87,16.27,30.3,20.42,26.15,50.71,7,24.29,9.18,28.25,73.18,41.53,59.89,17.86,7,13.56,5.12,5.32,30.4,12.73,22.98,72.0,7,87.93,33.24,0.0,153.33,38.76,105.24,136.71,7,143.89,54.39,3.64,269.79,82.33,191.1,300.57,7,242.7,91.73,76.11,525.03,208.84,392.3,8.16,7,6.59,2.49,2.07,14.26,5.67,10.65,167.43,7,154.39,58.35,24.64,310.21,109.08,225.78,5.31,7,5.91,2.23,0.0,10.77,3.07,7.54,36,7,5.14,27.0,2.0,13.5,31.0,3.0,10.33,21.0,2.0,10.5
Winter 19/20,Antulang,47.17,6,17.71,7.23,28.58,65.76,39.94,54.4,31.5,6,13.46,5.49,17.38,45.62,26.01,36.99,38.83,6,12.67,5.17,25.54,52.13,33.66,44.01,35.5,6,18.94,7.73,15.62,55.38,27.77,43.23,273.83,6,212.9,86.92,50.41,497.26,186.92,360.75,426.83,6,202.71,82.76,214.1,639.57,344.08,509.59,19.35,6,19.19,7.84,0.0,39.5,11.52,27.19,214.83,6,272.24,111.14,0.0,500.53,103.69,325.98,14.09,6,19.52,7.97,0.0,34.58,6.12,22.06,36,6,6.0,23.0,2.0,11.5,24.0,2.0,12.0,28.0,2.0,14.0
Winter 19/20,Kookoos,8.92,24,10.57,2.16,4.45,13.38,6.76,11.07,9.17,24,11.25,2.3,4.42,13.92,6.87,11.46,6.46,24,8.31,1.7,2.95,9.97,4.76,8.15,16.58,24,36.58,7.47,1.14,32.03,9.12,24.05,34.29,24,55.28,11.28,10.95,57.63,23.01,45.58,75.42,24,96.1,19.62,34.84,116.0,55.8,95.03,2.3,24,3.59,0.73,0.78,3.81,1.56,3.03,28.08,24,50.11,10.23,6.93,49.24,17.86,38.31,1.31,24,2.73,0.56,0.15,2.46,0.75,1.86,35,24,1.46,17.0,16.0,1.06,28.0,4.0,7.0,28.0,4.0,7.0
Spring 2022,Latason MPA,11.75,4,11.18,5.59,0.0,29.53,6.16,17.34,16.75,4,16.5,8.25,0.0,43.01,8.5,25.0,21.5,4,12.37,6.18,1.82,41.18,15.32,27.68,28.75,4,20.14,10.07,0.0,60.8,18.68,38.82,583.0,4,370.15,185.08,0.0,1171.99,397.92,768.08,661.75,4,426.71,213.36,0.0,1340.74,448.39,875.11,11.17,4,9.43,4.71,0.0,26.17,6.46,15.88,47.5,4,63.2,31.6,0.0,148.06,15.9,79.1,3.19,4,4.16,2.08,0.0,9.81,1.11,5.27,29,4,7.25,25.0,3.0,8.33,21.0,1.0,21.0,,,
Spring 2022,Lutoban South MPA,17.0,5,10.0,4.47,4.58,29.42,12.53,21.47,16.8,5,7.36,3.29,7.66,25.94,13.51,20.09,24.8,5,9.81,4.39,12.62,36.98,20.41,29.19,49.6,5,37.33,16.69,3.25,95.95,32.91,66.29,1001.0,5,303.82,135.87,623.76,1378.24,865.13,1136.87,1109.2,5,344.84,154.22,681.03,1537.37,954.98,1263.42,19.53,5,10.83,4.84,6.08,32.97,14.68,24.37,220.2,5,126.01,56.36,63.73,376.67,163.84,276.56,8.49,5,9.29,4.15,0.0,20.02,4.33,12.64,36,5,7.2,14.0,1.0,14.0,29.0,2.0,14.5,26.0,2.0,13.0
Spring 2022,Lutoban North MPA,19.33,3,2.31,1.33,13.6,25.07,18.0,20.67,11.0,3,4.36,2.52,0.17,21.83,8.48,13.52,25.67,3,2.89,1.67,18.5,32.84,24.0,27.33,34.33,3,13.32,7.69,1.25,67.41,26.64,42.02,981.67,3,166.49,96.13,568.07,1395.26,885.54,1077.79,1072.0,3,165.88,95.77,659.93,1484.07,976.23,1167.77,15.93,3,9.2,5.31,0.0,38.78,10.61,21.24,111.0,3,149.17,86.12,0.0,481.56,24.88,197.12,7.17,3,9.6,5.54,0.0,31.01,1.62,12.71,36,3,12.0,19.0,1.0,19.0,25.0,1.0,25.0,23.0,1.0,23.0
Spring 2022,Dalakit MPA,43.5,2,20.51,14.5,0.0,227.74,29.0,58.0,20.5,2,0.71,0.5,14.15,26.85,20.0,21.0,16.5,2,6.36,4.5,0.0,73.68,12.0,21.0,225.5,2,154.86,109.5,0.0,1616.83,116.0,335.0,751.5,2,279.31,197.5,0.0,3260.98,554.0,949.0,1057.5,2,460.33,325.5,0.0,5193.37,732.0,1383.0,47.83,2,29.69,20.99,0.0,314.59,26.83,68.82,61.5,2,17.68,12.5,0.0,220.33,49.0,74.0,8.44,2,3.88,2.74,0.0,43.29,5.69,11.18,39,2,19.5,39.0,2.0,19.5,,,,,,
Spring 2022,Basak Can-Unsang MPA,21.25,12,15.12,4.37,11.64,30.86,16.88,25.62,11.25,12,12.08,3.49,3.58,18.92,7.76,14.74,13.42,12,15.47,4.47,3.59,23.25,8.95,17.88,85.0,12,66.09,19.08,43.01,126.99,65.92,104.08,734.92,12,576.43,166.4,368.67,1101.16,568.52,901.32,865.83,12,626.95,180.98,467.49,1264.18,684.85,1046.82,41.85,12,42.91,12.39,14.58,69.11,29.46,54.23,272.42,12,443.1,127.91,0.0,553.95,144.51,400.33,26.5,12,40.04,11.56,1.06,51.93,14.94,38.05,58,12,4.83,46.0,4.0,11.5,32.0,4.0,8.0,40.0,4.0,10.0
Spring 2022,BANGCOLUTAN,77.0,1,,,,,,,38.0,1,,,,,,,28.0,1,,,,,,,509.0,1,,,,,,,1863.0,1,,,,,,,2515.0,1,,,,,,,29.18,1,,,,,,,118.0,1,,,,,,,7.32,1,,,,,,,32,1,32.0,32.0,1.0,32.0,,,,,,
Spring 2022,Andulay MPA,13.83,6,7.55,3.08,5.91,21.75,10.75,16.91,10.17,6,6.18,2.52,3.68,16.65,7.64,12.69,15.5,6,7.2,2.94,7.94,23.06,12.56,18.44,43.5,6,18.59,7.59,23.99,63.01,35.91,51.09,1236.33,6,459.49,187.58,754.13,1718.54,1048.75,1423.92,1319.33,6,464.79,189.75,831.57,1807.1,1129.58,1509.08,18.83,6,7.44,3.04,11.03,26.64,15.8,21.87,247.83,6,52.58,21.46,192.66,303.01,226.37,269.3,8.86,6,8.7,3.55,0.0,17.99,5.3,12.41,49,6,8.17,31.0,2.0,15.5,38.0,2.0,19.0,33.0,2.0,16.5
Spring 2022,Maluay Malatapay MPA,14.8,10,16.75,5.3,2.82,26.78,9.5,20.1,11.6,10,6.79,2.15,6.75,16.45,9.45,13.75,22.5,10,14.69,4.65,11.99,33.01,17.85,27.15,75.1,10,67.96,21.49,26.49,123.71,53.61,96.59,485.3,10,200.77,63.49,341.68,628.92,421.81,548.79,609.3,10,213.55,67.53,456.54,762.06,541.77,676.83,16.13,10,9.34,2.95,9.45,22.81,13.18,19.08,164.3,10,153.29,48.48,54.64,273.96,115.82,212.78,9.99,10,9.43,2.98,3.24,16.74,7.01,12.97,55,10,5.5,41.0,3.0,13.67,39.0,3.0,13.0,32.0,4.0,8.0
Summer 2022,Guinsuan MPA,15.15,13,10.55,2.93,8.78,21.53,12.23,18.08,35.69,13,31.86,8.84,16.44,54.94,26.86,44.53,17.31,13,12.6,3.49,9.69,24.92,13.81,20.8,112.92,13,132.14,36.65,33.07,192.78,76.27,149.57,808.08,13,422.39,117.15,552.83,1063.33,690.93,925.23,989.15,13,540.95,150.03,662.26,1316.05,839.12,1139.19,21.03,13,16.0,4.44,11.36,30.7,16.6,25.47,186.85,13,235.46,65.3,44.56,329.13,121.54,252.15,11.34,13,14.13,3.92,2.8,19.88,7.42,15.26,61,13,4.69,37.0,4.0,9.25,50.0,6.0,8.33,34.0,3.0,11.33
Summer 2022,Andulay MPA,17.73,15,7.84,2.02,13.39,22.08,15.71,19.76,11.73,15,8.72,2.25,6.9,16.56,9.48,13.99,19.87,15,10.44,2.7,14.09,25.65,17.17,22.56,138.67,15,141.55,36.55,60.28,217.05,102.12,175.21,735.47,15,236.42,61.04,604.54,866.39,674.42,796.51,923.47,15,324.03,83.66,744.03,1102.91,839.8,1007.13,12.89,15,9.12,2.35,7.83,17.94,10.53,15.24,131.67,15,159.87,41.28,43.13,220.2,90.39,172.95,6.41,15,8.39,2.17,1.77,11.06,4.24,8.58,54,15,3.6,37.0,5.0,7.4,41.0,5.0,8.2,45.0,5.0,9.0
Summer 2022,Maluay Malatapay MPA,7.87,15,4.17,1.08,5.56,10.18,6.79,8.94,12.0,15,7.76,2.0,7.7,16.3,10.0,14.0,19.53,15,13.1,3.38,12.28,26.79,16.15,22.92,98.6,15,136.77,35.31,22.86,174.34,63.29,133.91,395.0,15,325.65,84.08,214.66,575.34,310.92,479.08,533.0,15,341.71,88.23,343.77,722.23,444.77,621.23,8.38,15,8.81,2.28,3.5,13.26,6.1,10.65,74.73,15,123.61,31.92,6.28,143.19,42.82,106.65,3.54,15,5.61,1.45,0.43,6.64,2.09,4.98,50,15,3.33,40.0,6.0,6.67,34.0,5.0,6.8,41.0,4.0,10.25
Summer 2022,Lutoban South MPA,26.33,12,14.07,4.06,17.39,35.28,22.27,30.4,10.83,12,6.46,1.87,6.73,14.94,8.97,12.7,24.83,12,13.5,3.9,16.25,33.41,20.94,28.73,73.67,12,46.83,13.52,43.91,103.42,60.15,87.19,729.5,12,309.92,89.47,532.59,926.41,640.03,818.97,865.17,12,369.02,106.53,630.7,1099.63,758.64,971.69,12.04,12,9.58,2.77,5.96,18.13,9.28,14.81,120.67,12,124.5,35.94,41.56,199.77,84.73,156.61,4.67,12,7.55,2.18,0.0,9.47,2.49,6.85,48,12,4.0,32.0,5.0,6.4,35.0,4.0,8.75,37.0,3.0,12.33
Summer 2022,Antulang,22.5,6,16.05,6.55,5.66,39.34,15.95,29.05,54.17,6,41.21,16.82,10.92,97.41,37.34,70.99,37.83,6,30.73,12.55,5.58,70.09,25.29,50.38,121.33,6,81.72,33.36,35.57,207.1,87.97,154.7,1028.83,6,646.51,263.94,350.36,1707.3,764.9,1292.77,1264.67,6,764.24,312.0,462.65,2066.68,952.67,1576.66,24.81,6,33.33,13.61,0.0,59.79,11.2,38.42,152.33,6,168.61,68.83,0.0,329.28,83.5,221.17,16.98,6,32.35,13.21,0.0,50.93,3.78,30.19,42,6,7.0,33.0,2.0,16.5,25.0,1.0,25.0,28.0,3.0,9.33
Summer 2022,Dalakit MPA,19.0,2,4.24,3.0,0.0,57.12,16.0,22.0,27.0,2,4.24,3.0,0.0,65.12,24.0,30.0,7.0,2,0.0,0.0,7.0,7.0,7.0,7.0,134.0,2,4.24,3.0,95.88,172.12,131.0,137.0,461.5,2,150.61,106.5,0.0,1814.71,355.0,568.0,648.5,2,154.86,109.5,0.0,2039.83,539.0,758.0,20.95,2,0.76,0.54,14.15,27.76,20.42,21.49,49.0,2,1.41,1.0,36.29,61.71,48.0,50.0,6.08,2,1.11,0.79,0.0,16.09,5.29,6.86,37,2,18.5,37.0,2.0,18.5,,,,,,
Summer 2022,Lutoban Pier,17.19,16,8.36,2.09,12.73,21.64,15.1,19.28,7.88,16,5.38,1.34,5.01,10.74,6.53,9.22,12.38,16,9.32,2.33,7.41,17.34,10.04,14.71,132.88,16,157.65,39.41,48.87,216.88,93.46,172.29,801.94,16,597.9,149.48,483.34,1120.54,652.46,951.41,972.25,16,697.73,174.43,600.45,1344.05,797.82,1146.68,28.89,16,43.87,10.97,5.51,52.27,17.92,39.86,186.88,16,331.8,82.95,10.07,363.68,103.93,269.82,12.25,16,37.59,9.4,0.0,32.28,2.85,21.65,51,16,3.19,32.0,7.0,4.57,37.0,5.0,7.4,38.0,4.0,9.5
Summer 2022,Lutoban North MPA,23.46,13,15.19,4.21,14.28,32.64,19.25,27.67,12.0,13,8.31,2.3,6.98,17.02,9.7,14.3,17.85,13,13.41,3.72,9.74,25.95,14.13,21.57,58.31,13,42.98,11.92,32.33,84.28,46.39,70.23,718.15,13,181.49,50.34,608.48,827.83,667.82,768.49,829.77,13,221.67,61.48,695.82,963.72,768.29,891.25,11.61,13,6.23,1.73,7.85,15.38,9.89,13.34,88.0,13,76.37,21.18,41.85,134.15,66.82,109.18,4.14,13,4.8,1.33,1.24,7.03,2.81,5.47,49,13,3.77,32.0,5.0,6.4,37.0,4.0,9.25,39.0,4.0,9.75
Summer 2022,Latason MPA,23.25,4,7.8,3.9,10.83,35.67,19.35,27.15,24.75,4,5.44,2.72,16.1,33.4,22.03,27.47,19.5,4,7.55,3.77,7.49,31.51,15.73,23.27,107.5,4,67.24,33.62,0.5,214.5,73.88,141.12,720.25,4,117.52,58.76,533.25,907.25,661.49,779.01,895.25,4,102.74,51.37,731.77,1058.73,843.88,946.62,11.43,4,7.35,3.68,0.0,23.13,7.75,15.1,154.5,4,131.62,65.81,0.0,363.94,88.69,220.31,4.88,4,5.45,2.73,0.0,13.56,2.16,7.61,33,4,8.25,27.0,2.0,13.5,26.0,2.0,13.0,,,
Summer 2022,LUTOBAN CAB CAB,19.0,1,,,,,,,6.0,1,,,,,,,19.0,1,,,,,,,51.0,1,,,,,,,508.0,1,,,,,,,603.0,1,,,,,,,16.89,1,,,,,,,71.0,1,,,,,,,5.21,1,,,,,,,24,1,24.0,,,,24.0,1.0,24.0,,,
Summer 2022,Kookoos,15.62,13,6.98,1.94,11.4,19.83,13.68,17.55,11.23,13,7.65,2.12,6.61,15.85,9.11,13.35,9.85,13,5.32,1.48,6.63,13.06,8.37,11.32,111.31,13,106.45,29.52,46.98,175.63,81.78,140.83,538.08,13,375.71,104.2,311.04,765.12,433.87,642.28,686.08,13,406.25,112.67,440.58,931.57,573.4,798.75,16.38,13,19.08,5.29,4.85,27.91,11.09,21.67,141.08,13,246.94,68.49,0.0,290.3,72.59,209.57,8.07,13,15.41,4.27,0.0,17.38,3.79,12.34,58,13,4.46,35.0,4.0,8.75,40.0,5.0,8.0,38.0,4.0,9.5
Summer 2022,Salag MPA,17.25,8,8.81,3.12,9.88,24.62,14.13,20.37,22.25,8,8.0,2.83,15.57,28.93,19.42,25.08,5.12,8,5.41,1.91,0.6,9.65,3.21,7.04,108.88,8,68.34,24.16,51.74,166.01,84.71,133.04,1077.88,8,801.27,283.29,408.0,1747.75,794.58,1361.17,1231.38,8,802.02,283.56,560.87,1901.88,947.82,1514.93,23.35,8,11.67,4.12,13.59,33.1,19.22,27.47,373.25,8,712.77,252.0,0.0,969.14,121.25,625.25,14.09,8,11.05,3.91,4.85,23.33,10.18,18.0,48,8,6.0,25.0,2.0,12.5,37.0,2.0,18.5,37.0,4.0,9.25
Summer 2022,Basak Can-Unsang MPA,45.5,8,43.56,15.4,9.08,81.92,30.1,60.9,22.12,8,9.0,3.18,14.6,29.65,18.94,25.31,19.88,8,11.36,4.02,10.38,29.37,15.86,23.89,130.0,8,88.45,31.27,56.05,203.95,98.73,161.27,956.38,8,257.27,90.96,741.29,1171.46,865.42,1047.33,1173.88,8,285.34,100.88,935.33,1412.42,1072.99,1274.76,35.57,8,18.08,6.39,20.45,50.68,29.17,41.96,318.5,8,153.03,54.1,190.56,446.44,264.4,372.6,22.65,8,14.14,5.0,10.84,34.47,17.66,27.65,55,8,6.88,38.0,3.0,12.67,36.0,2.0,18.0,44.0,3.0,14.67
Autumn 2022,Guinsuan MPA,28.86,7,12.27,4.64,17.51,40.2,24.22,33.49,35.86,7,26.86,10.15,11.02,60.7,25.7,46.01,22.43,7,15.33,5.79,8.25,36.6,16.64,28.22,133.43,7,92.76,35.06,47.64,219.22,98.37,168.49,867.57,7,317.52,120.01,573.91,1161.23,747.56,987.58,1088.14,7,432.4,163.43,688.24,1488.04,924.71,1251.57,21.07,7,12.48,4.72,9.53,32.61,16.35,25.79,149.0,7,128.57,48.59,30.1,267.9,100.41,197.59,5.08,7,7.14,2.7,0.0,11.68,2.39,7.78,51,7,7.29,41.0,2.0,20.5,31.0,2.0,15.5,29.0,3.0,9.67
Autumn 2022,Kookoos,19.1,10,7.34,2.32,13.85,24.35,16.78,21.42,10.4,10,5.64,1.78,6.36,14.44,8.62,12.18,15.5,10,12.09,3.82,6.85,24.15,11.68,19.32,92.7,10,55.6,17.58,52.93,132.47,75.12,110.28,879.3,10,482.27,152.51,534.3,1224.3,726.79,1031.81,1017.0,10,499.0,157.8,660.04,1373.96,859.2,1174.8,22.86,10,12.47,3.94,13.95,31.78,18.92,26.81,99.3,10,107.57,34.02,22.35,176.25,65.28,133.32,6.02,10,6.68,2.11,1.24,10.79,3.91,8.13,49,10,4.9,34.0,3.0,11.33,32.0,4.0,8.0,36.0,3.0,12.0
Autumn 2022,Dalakit MPA,11.75,4,2.06,1.03,8.47,15.03,10.72,12.78,13.5,4,2.08,1.04,10.19,16.81,12.46,14.54,9.0,4,8.12,4.06,0.0,21.93,4.94,13.06,78.5,4,16.22,8.11,52.69,104.31,70.39,86.61,216.5,4,69.65,34.83,105.67,327.33,181.67,251.33,329.25,4,83.42,41.71,196.51,461.99,287.54,370.96,10.41,4,4.4,2.2,3.41,17.41,8.21,12.61,35.0,4,19.88,9.94,3.36,66.64,25.06,44.94,2.91,4,1.86,0.93,0.0,5.87,1.98,3.84,41,4,10.25,41.0,4.0,10.25,,,,,,
Autumn 2022,Antulang,25.29,7,11.8,4.46,14.37,36.2,20.83,29.75,32.43,7,16.17,6.11,17.47,47.39,26.32,38.54,38.71,7,24.78,9.37,15.79,61.64,29.35,48.08,108.57,7,43.97,16.62,67.9,149.24,91.95,125.19,969.14,7,358.99,135.69,637.13,1301.16,833.46,1104.83,1174.14,7,425.97,161.0,780.19,1568.1,1013.14,1335.14,16.55,7,5.25,1.98,11.69,21.4,14.56,18.53,162.0,7,108.59,41.04,61.57,262.43,120.96,203.04,5.11,7,4.1,1.55,1.31,8.9,3.56,6.66,49,7,7.0,29.0,2.0,14.5,36.0,2.0,18.0,36.0,3.0,12.0
Autumn 2022,Andulay MPA,26.45,11,17.34,5.23,14.81,38.1,21.23,31.68,22.36,11,11.13,3.36,14.89,29.84,19.01,25.72,42.0,11,21.55,6.5,27.52,56.48,35.5,48.5,210.36,11,81.67,24.62,155.5,265.23,185.74,234.99,1475.82,11,582.03,175.49,1084.8,1866.83,1300.33,1651.31,1777.0,11,654.14,197.23,1337.54,2216.46,1579.77,1974.23,44.72,11,32.81,9.89,22.67,66.76,34.82,54.61,221.73,11,234.21,70.62,64.38,379.07,151.11,292.34,22.37,11,24.38,7.35,5.99,38.76,15.02,29.73,60,11,5.45,46.0,5.0,9.2,49.0,4.0,12.25,34.0,2.0,17.0
Autumn 2022,Basak Can-Unsang MPA,37.86,7,27.02,10.21,12.87,62.85,27.64,48.07,34.57,7,9.54,3.6,25.75,43.39,30.97,38.18,24.43,7,7.81,2.95,17.21,31.65,21.48,27.38,219.0,7,107.35,40.58,119.71,318.29,178.42,259.58,2349.57,7,1793.17,677.75,691.17,4007.98,1671.82,3027.33,2665.43,7,1925.0,727.58,885.1,4445.76,1937.85,3393.01,85.25,7,102.99,38.93,0.0,180.5,46.33,124.18,1168.43,7,1572.43,594.32,0.0,2622.68,574.11,1762.75,64.04,7,99.67,37.67,0.0,156.23,26.37,101.72,58,7,8.29,46.0,3.0,15.33,41.0,3.0,13.67,44.0,1.0,44.0
Autumn 2022,Latason MPA,13.38,8,8.5,3.01,6.27,20.48,10.37,16.38,14.25,8,10.44,3.69,5.52,22.98,10.56,17.94,15.12,8,7.59,2.68,8.78,21.47,12.44,17.81,70.75,8,89.69,31.71,0.0,145.73,39.04,102.46,549.5,8,338.1,119.54,266.84,832.16,429.96,669.04,663.0,8,415.32,146.84,315.78,1010.22,516.16,809.84,8.97,8,7.33,2.59,2.84,15.1,6.38,11.57,68.0,8,62.53,22.11,15.72,120.28,45.89,90.11,2.26,8,3.78,1.34,0.0,5.41,0.92,3.59,38,8,4.75,33.0,4.0,8.25,25.0,4.0,6.25,,,
Autumn 2022,Lutoban North MPA,25.27,11,13.24,3.99,16.38,34.17,21.28,29.26,19.0,11,14.61,4.4,9.19,28.81,14.6,23.4,34.27,11,19.61,5.91,21.1,47.44,28.36,40.18,133.82,11,105.24,31.73,63.11,204.52,102.09,165.55,1298.55,11,919.77,277.32,680.64,1916.46,1021.22,1575.87,1510.91,11,993.22,299.47,843.65,2178.17,1211.44,1810.38,60.35,11,56.08,16.91,22.67,98.03,43.44,77.26,493.91,11,397.77,119.93,226.68,761.14,373.98,613.84,42.9,11,53.13,16.02,7.21,78.59,26.88,58.92,44,11,4.0,34.0,3.0,11.33,31.0,2.0,15.5,36.0,6.0,6.0
Autumn 2022,Lutoban Pier,24.62,8,20.26,7.16,7.69,41.56,17.46,31.79,14.5,8,9.74,3.44,6.36,22.64,11.06,17.94,18.0,8,8.7,3.08,10.73,25.27,14.92,21.08,127.5,8,91.24,32.26,51.22,203.78,95.24,159.76,1458.88,8,1171.67,414.25,479.34,2438.41,1044.63,1873.12,1643.5,8,1272.03,449.73,580.05,2706.95,1193.77,2093.23,30.46,8,27.86,9.85,7.17,53.75,20.61,40.31,319.25,8,347.26,122.78,28.93,609.57,196.47,442.03,19.48,8,24.84,8.78,0.0,40.25,10.7,28.26,43,8,5.38,32.0,3.0,10.67,33.0,3.0,11.0,31.0,2.0,15.5
