Date,Site,Corallivore Density,Detritivore Density,Omnivore Density,Carnivore Density,Herbivore Density,Commercial Biomass,Total Biomass
2022-11-14,Lutoban North MPA,14.0,8.0,11.0,80.0,647.5,76843.455588879,92556.60239782737
2022-11-16,Lutoban North MPA,32.6,21.6,48.0,176.4,1935.8,361043.10108061443,471587.298570082
2022-12-07,Lutoban North MPA,27.0,23.666666666666668,37.333333333333336,173.0,2488.0,112003.62756924497,183073.18070766484
2023-01-13,Lutoban North MPA,14.333333333333334,8.666666666666666,9.666666666666666,30.333333333333332,406.6666666666667,18048.52245482355,67035.59703826661
2023-01-16,Lutoban North MPA,32.0,17.0,20.0,90.0,779.0,1293.3430434559414,10852.398499111132
2023-03-10,Lutoban North MPA,8.5,4.5,10.0,19.0,409.0,1891.9832269046688,21864.65779682662
2023-03-22,Lutoban North MPA,11.0,3.5,9.0,29.5,411.5,1713.2724633058463,13860.939013939811
2023-04-08,Lutoban North MPA,4.0,7.0,10.0,25.0,404.0,1861.650514958449,7558.005202615132
2023-04-11,Lutoban North MPA,18.5,8.0,9.0,28.0,376.5,2478.8105173284457,13669.282158524558
2023-04-13,Lutoban North MPA,9.75,14.75,13.5,25.5,456.0,6438.572280973035,35153.32035470055
2023-04-17,Lutoban North MPA,38.0,12.0,18.0,30.0,643.0,6321.742676227068,15327.182191379456
2023-05-03,Lutoban North MPA,18.0,9.0,10.5,23.0,706.5,29548.20926698218,40565.3759547545
2023-05-11,Lutoban North MPA,20.0,11.666666666666666,16.0,41.333333333333336,481.6666666666667,6838.029172253383,29525.470929158768
2023-06-02,Lutoban North MPA,23.0,24.0,34.5,80.0,1070.5,10742.073630498726,36082.84787659097
2023-06-16,Lutoban North MPA,35.0,21.0,23.0,32.0,781.0,554.4185772394761,8408.739411248616
2023-08-02,Lutoban North MPA,9.0,9.5,8.5,89.5,385.5,4499.980924785462,14209.557681333044
2023-08-03,Lutoban North MPA,14.0,12.5,19.5,81.5,518.0,2514.9301279310985,17287.8967808793
2023-08-09,Lutoban North MPA,15.5,17.0,21.5,83.5,927.5,7262.446475156618,30365.37330201752
2023-08-24,Lutoban North MPA,9.5,9.0,12.5,115.0,636.0,4109.023392967715,20396.662569834014
2023-09-21,Lutoban North MPA,7.166666666666667,11.5,10.5,65.16666666666667,442.0,25738.145181751257,48146.169890536796
2023-10-19,Lutoban North MPA,16.5,31.5,22.0,85.0,645.5,8533.305698998056,25365.400607036885
2023-11-10,Lutoban North MPA,9.0,7.5,7.0,38.5,348.0,19921.19587169711,27475.91810915842
2023-12-02,Lutoban North MPA,12.333333333333334,18.0,10.333333333333334,71.66666666666667,917.6666666666666,7260.890062637939,25476.619846625188
2023-12-12,Lutoban North MPA,7.5,11.0,9.5,60.5,463.5,17240.423101707333,28350.810086703914
2023-12-20,Lutoban North MPA,32.5,15.5,8.0,42.0,943.5,60730.8886286067,79584.14673012967
2023-12-28,Lutoban North MPA,18.0,20.0,9.0,23.0,564.0,2886.850707056949,9795.125362762188
2024-01-10,Lutoban North MPA,12.0,36.0,18.0,81.0,1015.0,2178.8685321581156,10623.986373908321
2024-02-15,Lutoban North MPA,24.0,14.0,8.0,21.0,957.0,7474.526869166892,29375.909888662914
2024-02-20,Lutoban North MPA,14.0,14.0,8.0,48.0,305.0,1938.7337170588823,6590.809408601642
2024-02-23,Lutoban North MPA,10.0,8.0,12.0,38.0,337.0,1230.4815445037368,9528.309107360483
2024-03-12,Lutoban North MPA,17.0,26.0,20.5,92.5,964.0,20586.41696383217,36647.21708135903
2024-03-15,Lutoban North MPA,16.0,22.0,15.0,77.0,477.0,5631.857982678621,12102.533867454222
2024-03-20,Lutoban North MPA,23.0,32.0,17.0,79.0,738.5,10539.145564477607,23381.812419446007
2024-04-10,Lutoban North MPA,18.0,25.0,21.0,67.0,590.0,3370.085854047725,11569.151738683875
2024-04-18,Lutoban North MPA,24.0,59.5,31.0,118.5,1260.0,18366.959771149628,52275.2124655892
2024-06-01,Lutoban North MPA,9.0,19.0,32.0,385.0,1353.0,5054.990271308332,12574.812436326156
2024-06-19,Lutoban North MPA,23.0,24.0,41.0,125.0,1069.0,4225.161303016225,11596.94239039946
2024-06-22,Lutoban North MPA,16.0,20.0,25.0,333.0,676.0,3571.488333053702,19614.342279714376
2024-07-17,Lutoban North MPA,15.0,28.0,18.0,256.0,1295.0,896.7907358143252,12146.69180196766
2024-08-06,Lutoban North MPA,20.5,13.0,7.0,39.0,187.0,1483.6004693191594,7012.151704887635
2024-08-31,Lutoban North MPA,7.0,17.5,2.0,96.5,411.0,1037.3841487423472,2189.9430579306495
2024-09-07,Lutoban North MPA,6.0,6.5,6.5,55.0,243.5,623.3206541976074,4012.3044050720705
2024-09-12,Lutoban North MPA,3.0,10.0,8.5,151.0,481.5,1618.7734097068317,7967.797995060567
2024-10-09,Lutoban North MPA,14.0,18.0,6.0,180.0,1313.0,5615.964639897395,12844.267438393646
2024-10-25,Lutoban North MPA,16.0,19.5,15.0,138.0,330.5,2233.0763563122077,11161.299086739984
2024-11-09,Lutoban North MPA,9.0,11.75,11.75,98.75,493.5,22075.322792015195,44507.94665185112
2024-12-04,Lutoban North MPA,10.666666666666666,14.333333333333334,10.666666666666666,49.0,504.6666666666667,28209.559896210398,48459.10156339198
2024-12-13,Lutoban North MPA,15.0,15.5,12.5,98.0,550.0,22888.126180373976,35330.471292283684
2024-12-18,Lutoban North MPA,9.75,16.75,10.25,93.75,337.75,15093.656189089359,33002.141115273545
2025-01-23,Lutoban North MPA,9.0,5.5,9.0,132.0,590.5,2276.313121871877,30292.14598903832
2025-02-11,Lutoban North MPA,14.666666666666666,12.333333333333334,8.333333333333334,53.333333333333336,394.3333333333333,10302.99566046362,26772.590626491754
2025-02-18,Lutoban North MPA,12.0,22.5,10.5,94.5,514.5,22407.473031810256,35011.148934800214
2025-02-19,Lutoban North MPA,4.0,9.0,5.5,14.0,180.0,1014.3033449097927,5115.763153641859
2025-03-05,Lutoban North MPA,12.0,12.333333333333334,8.0,39.666666666666664,310.6666666666667,4240.234295926605,22490.89161763892
2025-03-11,Lutoban North MPA,5.666666666666667,8.333333333333334,9.0,67.0,334.0,3298.168780985562,14137.153087820006
2025-03-16,Lutoban North MPA,24.0,22.0,3.0,212.0,581.0,698.7030679004395,6009.031711946711
2025-04-05,Lutoban North MPA,13.0,13.333333333333334,11.0,38.0,537.6666666666666,20732.09015254241,44146.759445331576
2025-04-17,Lutoban North MPA,9.666666666666666,6.0,7.333333333333333,32.333333333333336,454.6666666666667,5143.578496026059,21149.738878967215
2025-04-22,Lutoban North MPA,8.5,16.0,23.5,65.5,484.0,20627.452217592352,40867.34371622346
